,ae264e3637204a6fb9bb56bc8210ddfd,4d5c57ea9a6940dd891ad53e9dbe8da0,3f207df678b143eea3cee63160fa8bed,9b98b8c7a33c4b65b9aebfe6a799e6d9,0b1e1539f2cc45b7b9fa7c272da2e1d7,2298d6c36e964ae4a3e7e9706d1fb8c2,fafdcd668e3743c1bb461111dcafc2a4,5a8bc65990b245e5a138643cd4eb9837,f19421c1d4aa40978ebb69ca19b0e20d,2906b810c7d4411798c6938adc9daaa5,trans_total,avg_trans,trans_offer_ratio,age,became_member_on,gender,income,member_since_year,member_for_days
a6493baaa4fa49c39953bd0acc458d74,,,,0.0,,,,,0.0,0.0,86.9,28.96766666666667,0.001,41.0,2017-11-12,F,91000.0,2017,318.0
4e6bbe4637574c219d97b8eb0436bec7,0.0,0.0,,,,,,,0.0,,63.55,21.184333333333335,0.001,53.0,2018-02-07,M,105000.0,2018,231.0
610196ade89b4e45bf7c07f18c403071,,1.0,,,,1.0,,,1.0,,36.839999999999996,9.210999999999999,0.8088175895765474,80.0,2018-06-19,F,53000.0,2018,99.0
d2b4cfebde454279aab4ae5979f19483,1.0,,,,,1.0,,,,,194.07,13.863142857142856,0.26533761014067087,46.0,2015-08-04,M,66000.0,2015,1149.0
ae794740ec2c4d2aaa30a6ced332a745,,,,,,,,,1.0,1.0,160.47,12.344846153846154,0.1652051473795725,66.0,2016-10-22,M,43000.0,2016,704.0
f1afe0c2b7894a29a4b021fcafcba060,,1.0,,,0.0,1.0,,,,,96.71000000000001,16.119333333333337,0.31989153138248366,39.0,2017-10-06,F,73000.0,2017,355.0
15e53cabc5a2440faa9c4a03de081b49,0.0,,,0.0,,,,,,,26.14,3.2685,0.001,71.0,2017-11-02,M,48000.0,2017,328.0
14ccd761d68248979e0fb857ae5e9aa5,,,,,0.0,,1.0,,1.0,1.0,87.39,17.479000000000003,0.41431960178510124,92.0,2018-07-16,F,78000.0,2018,72.0
83f56199b07249b69029948015cdf146,,1.0,,,,1.0,,1.0,,,180.95,18.096,0.2625639679469467,20.0,2017-12-25,F,74000.0,2017,275.0
3a298dbf99ef4a23b9b46a1500e56101,,1.0,,,,,,,,,149.38,24.897666666666666,0.10007618155040836,58.0,2016-09-12,M,118000.0,2016,744.0
0f876bcb1d2f48b9bb905d31e72ea01c,0.0,0.0,,,,,,,,,18.03,2.0043333333333333,0.001,58.0,2017-08-31,M,74000.0,2017,391.0
c19bbec83bac41c8a08751286f2a7e27,0.0,0.0,,,,,0.0,1.0,0.0,,30.16,5.027666666666667,0.001,24.0,2018-03-19,M,59000.0,2018,191.0
8422ffcfcd22449d9fb004a0dd26aac9,,1.0,0.0,,,,1.0,,0.0,,24.1,12.051,0.4922863070539419,53.0,2018-04-30,F,70000.0,2018,149.0
4c91a808ad98436d80e12c92a6d23dd7,,1.0,0.0,,,,,1.0,,0.0,113.36000000000001,16.195285714285717,0.10791601976005644,65.0,2015-12-02,M,65000.0,2015,1029.0
395e0cbee77f4249900b23f277424691,,,,,,0.0,1.0,,,,97.94000000000001,19.589000000000002,0.36213947314682454,70.0,2017-09-20,F,85000.0,2017,371.0
05a009c95e8d477cbed5c1661343bbb9,,1.0,,1.0,,,,,,,83.21000000000001,20.803500000000003,0.5541787044826343,59.0,2018-05-01,F,81000.0,2018,148.0
375043f439a44a65b4fec6e5a0a5a63b,,,,,,,,1.0,,,13.52,2.2543333333333333,0.001,35.0,2016-07-19,M,65000.0,2016,799.0
ee9227fb8452414c91f06eb25c29d474,,,,,,,,0.0,,,71.00999999999999,23.671,0.001,78.0,2018-01-12,F,84000.0,2018,257.0
596596b70ca8479fa54cb1a2fa3959fe,,,,,,1.0,1.0,,,,115.0,8.215285714285713,0.31204347826086953,70.0,2015-08-19,F,35000.0,2015,1134.0
77ee9531c0934d6f9f1bf7e10f02a5f7,,0.0,,1.0,,,,1.0,1.0,,45.25000000000001,3.2331428571428575,0.5335966850828728,39.0,2017-08-08,M,57000.0,2017,414.0
190fcd45fd074de8b41531fc6ffa6f42,,,,,,0.0,,,0.0,,27.4,2.284333333333333,0.001,26.0,2017-07-25,M,33000.0,2017,428.0
ce4772ada41e477695b2cab7425b1be3,,,,,,0.0,0.0,1.0,,1.0,39.85,19.926000000000002,0.6685031367628608,57.0,2018-05-20,F,87000.0,2018,129.0
be248a405efe444ca315aeea99c47d6a,0.0,0.0,,,,0.0,,0.5,,,10.4,2.081,0.001,90.0,2017-11-29,M,34000.0,2017,301.0
9ba2de5e616d470ca1aa3a7e4ca18a95,,0.0,,,,,,0.5,,,10.100000000000001,2.0210000000000004,0.001,27.0,2018-07-03,M,41000.0,2018,85.0
2b45d1b9f77440538af83122e3d14a6c,,0.0,,1.0,,,1.0,1.0,,,70.28999999999998,3.0570869565217382,0.36435182814056066,92.0,2016-03-12,F,65000.0,2016,928.0
0bfbcb94ca614b198f1786bd29fc9b4b,1.0,0.0,,,,,,,,,66.80000000000001,16.701000000000004,0.3804910179640718,47.0,2017-08-21,M,74000.0,2017,401.0
924dd5009ef945d6816d0577cdcc0cd5,,1.0,1.0,,,,,,,1.0,104.91999999999999,17.487666666666666,0.42170148684712166,65.0,2017-06-02,M,67000.0,2017,481.0
7c04f1c0d5764d878c4301062c245ecd,,1.0,,,,,,1.0,1.0,,503.95,26.524684210526317,0.12462337533485465,29.0,2015-08-08,F,45000.0,2015,1145.0
77caa79f70754278b0b1fdd68e7796b9,,0.0,,0.0,,,,0.0,,0.0,18.78,18.781000000000002,0.001,44.0,2017-10-25,M,69000.0,2017,336.0
2997992e556b44cf9a69bbf92bf35690,1.0,,,,,1.0,,0.0,,,99.44999999999999,24.8635,0.6448411261940674,56.0,2017-10-20,M,111000.0,2017,341.0
237e788a772b49eeaf825faa1ad6838b,0.0,0.0,,,,0.0,,1.0,,,5.78,1.157,0.001,58.0,2017-10-15,M,41000.0,2017,346.0
47d694f8d8ad41b69fc1b6dd2fe2a5ce,1.0,,1.0,,,,,,,,120.93,10.994636363636364,0.08625593318448689,58.0,2017-09-08,M,46000.0,2017,383.0
1ab040cd863d4f5284899e8e3a29fea9,,,,,,1.0,1.0,,,,176.56000000000003,12.612428571428573,0.12265835976438602,41.0,2018-02-05,M,55000.0,2018,233.0
0c8e04f373a04738969178acc25b3238,,,,,,,,1.0,0.0,,12.97,4.324333333333334,0.001,71.0,2018-03-01,M,43000.0,2018,209.0
6960918e3a944a9687ed10c529f5e7eb,,,,1.0,1.0,,,0.0,,,210.47000000000003,16.191000000000003,0.18839012685893472,69.0,2015-10-09,F,61000.0,2015,1083.0
7dc97406d2ff4ae4a9fc049d988e9c15,,1.0,,,,1.0,,,,,149.36,21.33814285714286,0.34747830744509905,59.0,2016-01-29,F,80000.0,2016,971.0
3ec0c229ed4f423aa2b5fbf55593a8e2,0.0,,,0.0,,,,0.0,0.0,,0.0,,,76.0,2017-10-28,F,103000.0,2017,333.0
51cc938740184e4a8eaf3423dc4fb662,,0.0,,,,,0.0,,,,21.15,2.6447499999999997,0.001,48.0,2018-05-11,M,52000.0,2018,138.0
7774e6b6c61f4691bbe22622ebfe2679,,,,,,,,,,,80.08,26.694333333333333,0.001,54.0,2017-09-28,F,93000.0,2017,363.0
9e7dc72c57bd4116afe26ff053425b2c,,0.0,,,,1.0,1.0,,,,33.660000000000004,3.741,0.39880154486036834,41.0,2018-01-23,M,72000.0,2018,246.0
744da648d82d4ba0be8126168402496d,,0.0,,,,,,0.0,,,28.779999999999998,4.1124285714285715,0.001,54.0,2017-07-28,M,45000.0,2017,425.0
704bff5432104453be90144d46323275,1.0,,1.0,,,,1.0,,,,116.38,19.397666666666666,0.4557173053789311,50.0,2014-09-19,M,84000.0,2014,1468.0
b7bbde316be54f6f9100f8ec7d7e3dbc,1.0,,1.0,,,1.0,,,,,484.61999999999995,34.61671428571428,0.0573947010028476,65.0,2016-01-17,F,43000.0,2016,983.0
e68a086b7a6a4dc3b900ee06c6a38fe6,,,,1.0,1.0,,,1.0,,1.0,372.36,24.825000000000003,0.19530121387904176,64.0,2016-06-21,F,95000.0,2016,827.0
b2aaf8311ae9422981ded134c2bbbc34,1.0,1.0,,,,1.0,,,0.0,,76.59,12.766,0.3562683117900509,52.0,2014-07-09,M,67000.0,2014,1540.0
df6455c3563f467bb74f1c17e84cc83d,0.0,,1.0,,,1.0,1.0,,1.0,,111.61000000000001,10.147363636363638,0.30661777618492964,47.0,2017-01-08,M,51000.0,2017,626.0
96773545b9b6444a8101a49de8d476e5,1.0,,,,,0.0,,,0.0,,34.15,17.076,0.43818887262079065,62.0,2018-01-25,M,65000.0,2018,244.0
5625e7a083cc42079b2cd60831d81e94,,,,,,,1.0,,0.3333333333333333,,107.34,21.469,0.3474691634059996,63.0,2016-02-16,F,83000.0,2016,953.0
274d1c34654b44e18c63042367453f60,,,,,,,,,,1.0,163.98,12.614846153846152,0.10387839980485426,48.0,2016-02-09,F,42000.0,2016,960.0
c1e530e252504ec99e7c4ff9efeb4df1,,1.0,,,,,1.0,,1.0,,170.53000000000003,24.362428571428577,0.40175060106726085,63.0,2017-04-29,F,115000.0,2017,515.0
eeb598ca6cc14ea483e1efb0ae419dd8,,,,,,,,,1.0,,134.82000000000002,8.989,0.05551713395638628,48.0,2016-04-02,F,38000.0,2016,907.0
8f9fea78ec2e4ee1aaa3c4e692f3a083,0.0,,,,,,0.0,,0.0,,0.0,,,69.0,2017-10-22,F,66000.0,2017,339.0
39d43317563d4e11b71d5e514f08860e,0.5,,,,,,,0.0,,,112.01,18.669333333333334,0.1168825104901348,42.0,2017-12-10,M,68000.0,2017,290.0
7685603a1b034f12b5b682f483c316d6,0.0,,,,,0.5,1.0,,,,33.29,2.561769230769231,0.6014806248122561,25.0,2017-11-19,M,35000.0,2017,311.0
6ba58d2b211847d999213ea0b56b7f6a,,,,0.0,0.0,,0.0,0.0,,,25.07,25.071,0.001,68.0,2018-06-18,F,95000.0,2018,100.0
eac8836953ef4c78bcca69583c21fb87,,,1.0,,,,1.0,,1.0,,621.52,51.79433333333333,0.054884026258205695,65.0,2018-05-02,M,60000.0,2018,147.0
cd1c1a96627846e28dc05b1121029f5a,,,,,,,0.0,1.0,,,10.100000000000001,2.5260000000000002,0.001,45.0,2018-03-01,M,36000.0,2018,209.0
9db461d6bafe42cfbe9cab24154530a7,1.0,0.0,,,,0.0,,,,,73.14,24.381,0.2239969920700027,82.0,2018-07-10,F,74000.0,2018,78.0
824359f40dec4e3e93835b62d466efbb,,,,0.5,,1.0,1.0,,0.0,,70.05,3.6878421052631576,0.46538258386866527,85.0,2016-06-25,M,60000.0,2016,823.0
8f3fad8b7e00406bb946952b213105be,0.0,0.0,0.0,,,,,,0.0,,13.4,6.7010000000000005,0.001,83.0,2018-01-04,M,70000.0,2018,265.0
fd7ac6a24ecd4f9c87e1a0423e2d975d,0.0,0.0,,,,,1.0,1.0,,,25.52,2.8365555555555555,0.47513793103448276,76.0,2018-02-18,F,38000.0,2018,220.0
ea5f5cd2fa5242fdae1cfa08626579a9,,,0.0,,,,1.0,0.6666666666666666,,,124.38000000000001,9.568692307692308,0.1412154687248754,52.0,2017-01-23,F,33000.0,2017,611.0
e4ccfd59ceb94a75a5eee46d968eeb72,0.0,,0.0,,,0.0,,,0.0,,37.269999999999996,18.636,0.001,67.0,2018-01-20,M,52000.0,2018,249.0
d95c38564046425b85ba31737bae897d,,,,,,,,1.0,,,17.74,3.5489999999999995,0.001,51.0,2018-03-05,M,74000.0,2018,205.0
bfe8855ff5f34cf6a8e7ce556b0e7e73,1.0,,,,,1.0,,0.0,,,104.82000000000001,14.975285714285715,0.4949896966227819,69.0,2015-12-02,F,56000.0,2015,1029.0
28be7b9a77ee43569a5f7773127fc47b,,0.0,,,,,,1.0,,,23.78,2.643222222222222,0.001,50.0,2018-07-19,M,51000.0,2018,69.0
b0f0522ce7b3432aaa2abf9c508465f4,,,,0.0,,,,1.0,,,20.939999999999998,2.992428571428571,0.001,42.0,2018-02-03,F,46000.0,2018,235.0
d4db8719ee8f42dda253ee9ddd3e9cab,,,,,,1.0,0.0,,,1.0,88.15,22.038500000000003,0.5376988088485536,60.0,2017-12-05,M,97000.0,2017,295.0
af3fb8f091f44fd58d0d1f31a6d74f98,0.0,,,,,,1.0,,,,51.43000000000001,3.429666666666667,0.3422405210966361,61.0,2015-10-29,M,64000.0,2015,1063.0
eb840b33e9444cb39fdb065552843660,,0.0,,,,1.0,1.0,,,,178.28,14.857666666666667,0.24830760601301322,75.0,2018-01-06,F,57000.0,2018,263.0
8473f9b56d92467c98e27741cb144838,0.0,,,,,,,,0.0,,17.93,3.5869999999999997,0.001,31.0,2018-04-05,F,71000.0,2018,174.0
8ef02a08de334e00aed132b660069a6e,0.0,0.0,,,,,,,,,6.87,1.375,0.001,26.0,2018-07-21,M,42000.0,2018,67.0
197d46b7352e44868664494da872267d,,0.0,,,,,,1.0,,,29.66,2.697363636363636,0.001,50.0,2017-11-23,F,63000.0,2017,307.0
6d6463d70635442d80d99dcca6a47133,,,0.5,,,,,,,,93.91,11.739749999999999,0.001,53.0,2017-04-03,M,53000.0,2017,541.0
e5321ed1b91147fa9b9726216bc132ce,,,,,,,,0.0,,,41.96,20.981,0.001,62.0,2016-05-31,F,77000.0,2016,848.0
37f7b59a483e4201bf5fc0d99978622f,,,,,,1.0,1.0,,,,151.29999999999998,13.755545454545452,0.25480039656311965,59.0,2015-08-29,F,55000.0,2015,1124.0
ddb2ffbeab064891be8cd73cff081b5d,,0.0,,,,0.0,,,,,20.380000000000003,4.077000000000001,0.001,31.0,2018-06-01,M,53000.0,2018,117.0
acde96bfd1604c58a3f539029f98f122,0.0,,,,,1.0,1.0,1.0,0.0,,30.299999999999997,2.7555454545454543,0.5254224422442245,45.0,2018-05-05,M,52000.0,2018,144.0
9643b1f0557945f2940b96743fd128e4,,,,,,1.0,,1.0,1.0,,176.04999999999998,17.605999999999998,0.241329451860267,86.0,2017-11-05,F,70000.0,2017,325.0
3ec9fd96e0024dd396c0f0492db033b2,,,,,,,,0.0,0.0,,21.26,4.253000000000001,0.001,29.0,2018-06-20,F,53000.0,2018,98.0
0dc5a10c6c654387b7e1298724a464e1,,,,,,0.0,,,0.0,,22.509999999999998,3.216714285714285,0.001,43.0,2017-08-13,M,43000.0,2017,409.0
f9ac59e4aac74b66b322ff9e9eaf9aba,1.0,1.0,,1.0,,,,,,,162.69,11.621714285714285,0.2955479132091708,69.0,2016-09-30,M,51000.0,2016,726.0
ce8792a594d94b0d8636afb5ea1099fb,,0.5,,,,,1.0,,0.0,,89.15,8.916,0.8886051598429614,52.0,2017-08-16,M,41000.0,2017,406.0
5ccc9ec750834277812d9a81d44debb7,,,,,,,1.0,0.5,,,244.52999999999997,12.227499999999997,0.18118239070870654,52.0,2016-05-29,F,51000.0,2016,850.0
85f1eddf0c854c5abc0b92fbd7fc9dc2,,,1.0,,,,,,,,3.45,1.151,0.001,56.0,2018-07-07,M,41000.0,2018,81.0
941494c5f20a482bbfe46fcb54543d66,,0.0,,,,,,1.0,0.0,,13.34,2.669,0.001,56.0,2018-07-14,M,33000.0,2018,74.0
a1895cf557204035971a47a40fa3546f,,1.0,,,,0.0,,,,,103.50999999999999,25.8785,0.2936287315235243,68.0,2017-06-03,M,119000.0,2017,480.0
158bda11c34644708c175d7bb5f5c20e,,,,,,0.0,,,1.0,,120.21000000000001,9.247923076923078,0.05074627734797438,69.0,2017-03-24,M,46000.0,2017,551.0
553f27ac698849a9995b114817e85818,,0.0,,,,,0.5,,,0.0,92.02000000000001,30.674333333333337,0.43068919800043465,61.0,2018-06-12,M,94000.0,2018,106.0
3c6a74ea7f044bfb99291be2a38e4607,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,71.0,2018-02-11,F,63000.0,2018,227.0
aa8159bbe9134ccfb6d7807714c8ea19,0.0,,,,,,,,,0.5,47.07,9.415,0.26464988315275123,78.0,2018-03-19,M,52000.0,2018,191.0
b1dbb320a2484f40824363fd4be52e1f,,,,,,0.5,,,,,26.74,4.457666666666666,0.44415632011967093,22.0,2017-11-16,F,72000.0,2017,314.0
7fb6bf3c081b41ceb3609d53c87110d7,0.0,0.0,0.0,,,,,1.0,,,24.959999999999997,1.6649999999999998,0.001,65.0,2015-10-16,M,33000.0,2015,1076.0
cc80480892f04ee0acabe628560965db,,1.0,,,1.0,,,,,,196.22,21.803222222222225,0.20847120578942005,60.0,2016-07-26,F,80000.0,2016,792.0
3095383d82d44cd1bbbdc09170c5b8ac,,,,,,,1.0,,0.0,,75.31,18.828500000000002,0.27559832691541625,59.0,2018-01-11,M,71000.0,2018,258.0
3920a1ca88314ed499376cd42514e6ab,,,,,,1.0,,,,,142.82999999999998,23.805999999999997,0.17456297696562348,55.0,2016-07-22,F,109000.0,2016,796.0
a5e5775db2d543128d8057c39ac59396,,,,,,0.0,1.0,,,,10.180000000000001,2.5460000000000003,1.0009999999999997,64.0,2017-11-18,M,67000.0,2017,312.0
3eff72c196ce4c02bd4e8bf216f76e8e,1.0,1.0,,,1.0,0.0,,,,,137.75,15.306555555555555,0.40738838475499095,63.0,2017-09-17,M,53000.0,2017,374.0
eb8c6c64e7ca49168f5ba2c13cffccd8,0.0,,,,,1.0,,,,,48.89,3.493142857142857,0.24460809981591328,46.0,2016-09-14,M,72000.0,2016,742.0
346ca0b690b44443a4fc2bd747964066,,,,,,1.0,1.0,,,,139.92,23.320999999999998,0.25857575757575757,52.0,2016-04-08,F,85000.0,2016,901.0
b694ab6e982a4734be5bb6e0e7ec6e25,,,,1.0,,,,,,0.0,16.07,16.071,1.001,59.0,2017-06-04,M,70000.0,2017,479.0
3a5f7dc3827a479d90069e3cae0d4d54,,,1.0,,,,,,1.0,,122.49000000000001,24.499000000000002,0.154808474161156,50.0,2014-11-12,F,87000.0,2014,1414.0
0217c4393fd54e74a523b63c0fcc3da5,,,,,,,,,1.0,,230.21,17.70946153846154,0.09200386603535901,70.0,2016-03-20,M,64000.0,2016,920.0
03887756866f4ea9b74b7e1b83ffac44,,1.0,,,,,,,0.0,,251.76999999999998,14.810999999999998,0.11888537156928944,61.0,2017-09-26,F,61000.0,2017,365.0
e648d51c487040748182aad1201ce7a3,,0.0,,,,,1.0,0.0,,,70.47999999999999,23.49433333333333,0.3934517593643587,55.0,2018-04-19,F,82000.0,2018,160.0
8c49d9e01b4449f5bff7120b7adddd21,,1.0,,0.0,1.0,1.0,,,,0.0,83.72,20.931,0.5340864787386527,75.0,2017-12-06,F,78000.0,2017,294.0
2eede32dd09743bdb5e6143dd8db7b10,,,,,,,,0.5,,1.0,149.92,14.992999999999999,0.08224332977588047,50.0,2017-03-28,F,62000.0,2017,547.0
01784d3e205548a594ba3fcdbdaaf17d,1.0,1.0,1.0,,,,,,,,151.83,11.68023076923077,0.2582614107883817,20.0,2016-01-02,M,43000.0,2016,998.0
a67060333adb4e4aa700c015850e2002,,,0.0,,0.5,,,,,,57.35,28.676000000000002,0.4189598953792502,62.0,2016-08-02,M,94000.0,2016,785.0
040704e99ab84cd08977858fab9b9276,,1.0,,,,1.0,,,1.0,,144.32,20.618142857142857,0.8070559866962306,65.0,2017-12-17,M,88000.0,2017,283.0
356470bccf484ce5a626f5122852087e,,,0.0,,1.0,,1.0,1.0,,,180.51999999999998,20.058777777777777,0.4233354752935963,51.0,2017-11-11,M,80000.0,2017,319.0
f0c8862f53e9488fabaa3d1b44352b18,1.0,,,,,0.0,1.0,,,,116.57000000000001,23.315,0.45197366389293986,67.0,2017-12-11,F,76000.0,2017,289.0
6613c82a3acd4cbca267d7b056b35780,,,,,,,,,,,11.25,2.251,0.001,67.0,2016-07-22,M,38000.0,2016,796.0
19b675ce8cea454d8b849fbff3c0ff75,1.0,,,,,,,1.0,,,308.89,19.306625,0.16889148240473956,27.0,2017-11-17,F,73000.0,2017,313.0
b292985f7c7d4175b725530abc07e624,,,,,,,,0.0,,,108.87,21.775000000000002,0.001,61.0,2015-12-26,F,77000.0,2015,1005.0
2101e44b28084a37b9021a15902c629d,0.0,0.0,,1.0,,,1.0,,,,53.769999999999996,2.8309999999999995,0.2310539334201228,30.0,2013-08-24,M,48000.0,2013,1859.0
e63dd565899644a491a9f0148297d36d,0.0,,,,,,1.0,,1.0,,68.21,3.790444444444444,0.22237516493182818,67.0,2017-05-24,F,66000.0,2017,490.0
194db18d77dd4fbda2ab91114be082a7,1.0,0.0,,1.0,1.0,,,,1.0,,183.2,22.901,0.4041113537117904,54.0,2017-07-02,M,90000.0,2017,451.0
297a08c1d05b405496e2c42bf2ea21d6,,,,1.0,,,,,,,111.92,13.991,0.124927805575411,29.0,2016-09-21,M,54000.0,2016,735.0
332451cecb364d3b90c53a5e683c6234,,,,,,1.0,,,,,169.73000000000002,24.24814285714286,0.15088511164791138,54.0,2015-12-08,F,91000.0,2015,1023.0
47c3bbca508b4069b009c676c7260b52,,,,,,1.0,,1.0,,,113.63999999999999,11.364999999999998,0.06875783174938403,33.0,2017-05-25,F,52000.0,2017,489.0
34c9104c14094b4bae602630e09021cf,0.0,,,,,1.0,0.0,,1.0,,42.92999999999999,2.8629999999999995,0.38278430002329383,40.0,2016-10-09,M,34000.0,2016,717.0
34033bd14aa2441f944909a4906c23c5,,,,,,,,,,,82.06,20.516000000000002,0.001,68.0,2016-11-29,F,87000.0,2016,666.0
a54f2fe8cd524ee0b7211a2dd6e5dec8,,,,,,,0.0,,1.0,,87.94000000000001,6.765615384615386,0.8327034341596542,40.0,2015-05-28,M,33000.0,2015,1217.0
92fac38e00eb4fa1920e6eefa6165099,,0.0,,,,,,0.0,0.0,,11.08,2.771,0.001,76.0,2017-08-08,F,68000.0,2017,414.0
acbb7d6d1efe410e897e0ac4a26d7bb0,1.0,,0.0,,,0.0,,,,,107.36,26.841,0.24708792846497765,47.0,2014-09-13,F,88000.0,2014,1474.0
a55acf4fede04caba13806d9ac1eb405,1.0,,,,,,,0.0,1.0,,71.06,17.766000000000002,0.5708001688713763,64.0,2018-04-14,F,85000.0,2018,165.0
ea6946e978374cd3a2d9257c32e235ae,0.0,,,,,1.0,0.0,,,,14.55,2.0795714285714286,0.5047800687285223,51.0,2017-10-26,F,61000.0,2017,335.0
29074c62ec28408e94c2bfe22e6e2c37,1.0,,1.0,0.0,,,,,,,124.48,17.783857142857144,0.16150771208226222,65.0,2017-11-13,F,73000.0,2017,317.0
442f3da7855f4086ab047ee5d69e30f3,1.0,,,1.0,,1.0,,0.0,1.0,,175.08999999999997,25.01385714285714,0.3717236278485351,37.0,2016-04-19,M,86000.0,2016,890.0
e5a2b468613a4218b0cae03d47a02e23,,,,,,,1.0,,1.0,,250.60999999999999,25.062,0.18008303738877143,53.0,2016-08-17,M,89000.0,2016,770.0
baee294f84ec4a059c92e36df084e206,0.0,,,,,,0.0,0.0,1.0,,72.59,24.19766666666667,0.37984006061440967,48.0,2017-12-01,M,98000.0,2017,299.0
73d249175a594096b82528817cb483db,,,,,,1.0,,1.0,1.0,,164.38,20.5485,0.28229942815427667,66.0,2017-06-25,F,90000.0,2017,458.0
d0855d0668ad42379707f39d97ceec20,,,0.0,,,0.0,,0.0,,,31.82,15.911,0.001,72.0,2018-01-18,M,73000.0,2018,251.0
9fa98f3b811645c895447491eb12883a,,,,,,1.0,,,,1.0,150.21,21.45957142857143,0.279743093003129,71.0,2016-08-15,M,78000.0,2016,772.0
b921da52262d412b93e0e49f8dcf8658,,,,0.0,,,1.0,,,,78.57,15.714999999999998,0.2435862288405244,64.0,2017-12-09,O,65000.0,2017,291.0
94a610479f514b9f854edb94aa106f71,0.0,0.0,,1.0,,,,0.0,,,25.25,12.626,0.6707029702970297,55.0,2017-10-11,M,70000.0,2017,350.0
6b2b97b27010464eb55e3c9ce06ec585,,,,,,,,,1.0,,770.67,59.28330769230769,0.025809581273437403,21.0,2016-09-05,F,69000.0,2016,751.0
a952125da83b42648838f79b5ea62b91,,0.0,,,,,1.0,,,,29.94,4.9910000000000005,0.4348677354709419,40.0,2018-06-29,M,32000.0,2018,89.0
22d072830a384100928fbbc313e6184a,0.0,,,,,1.0,,1.0,0.0,,51.45,3.431,0.16873566569484938,72.0,2013-09-06,M,31000.0,2013,1846.0
5dc54e027521458c8f26c15633d374ff,,,1.0,,,1.0,0.5,,,1.0,247.44000000000003,24.745000000000005,0.18658034270934368,58.0,2015-12-18,M,93000.0,2015,1013.0
02e2211319524b9e8bd09794d00d8513,0.0,,,,,1.0,,1.0,,,65.97,4.399,0.13590980748825224,24.0,2016-11-20,M,73000.0,2016,675.0
09926978a42248f08791fe53fc7ac085,,,,,,1.0,1.0,,,,143.30999999999997,23.885999999999996,0.576326215895611,56.0,2016-04-07,F,110000.0,2016,902.0
f8f93bb8fed449d5afb965e6f93fe107,,1.0,,,,,,,,1.0,94.32,23.581,0.4371747243426633,59.0,2016-05-24,M,85000.0,2016,855.0
abc4d6e1c8564532a878308c2aa5ec76,,,,,,1.0,,1.0,1.0,1.0,147.52,21.075285714285716,0.2866561822125813,60.0,2017-08-15,M,86000.0,2017,407.0
8b368de8525b4af69cfe1e06a191bb95,,1.0,,,,,,,,,238.73999999999995,17.05385714285714,0.22601466029990785,65.0,2016-01-27,F,68000.0,2016,973.0
10cdcf9677bf4ee382d6395f4715686a,,1.0,,,,,1.0,,1.0,,248.41,24.842000000000002,0.36048633307837846,74.0,2017-02-17,M,85000.0,2017,586.0
e7f6dc2a3bb7493ca35cebbbe6e444bb,,0.0,,,,,1.0,,,0.0,27.859999999999996,1.9909999999999997,0.3674752333094042,46.0,2013-09-12,M,39000.0,2013,1840.0
72badd9799484051b932f217a75f11b5,,,,,,,,0.0,0.0,,85.56,28.521,0.001,52.0,2017-11-06,F,92000.0,2017,324.0
6be5ebbe8b2e420c88437abc6d92b00b,,,,,,,,0.0,,,0.0,,,74.0,2018-03-22,M,35000.0,2018,188.0
8319fc0fd5294e6daf21fe0b1116c71e,0.0,0.0,,,,,,,0.0,,2.94,1.4709999999999999,0.001,46.0,2018-03-15,M,38000.0,2018,195.0
8fb9ce41cedb4a34bcbb56836d3bf622,,0.0,,,,,,1.0,1.0,,161.78,14.708272727272726,0.05551848188898505,33.0,2015-04-28,M,63000.0,2015,1247.0
65792a70a5174dd484ef549a6bab7db4,,0.5,,1.0,,,,,1.0,,121.08000000000001,9.314846153846155,0.36134027089527576,80.0,2016-09-12,F,38000.0,2016,744.0
dd4a3c60f7d946589c1d30d8c413424c,0.0,,,,,,0.0,,,,28.340000000000003,4.049571428571429,0.001,49.0,2017-09-09,M,47000.0,2017,382.0
0ec30c57402945a6af2418582bf2c570,,0.0,,0.0,,0.0,,,,,29.799999999999997,14.900999999999998,0.001,41.0,2017-12-22,F,67000.0,2017,278.0
95ef73ccde5740e5ba055c9ff322ae68,,,,,,,,,,,161.44,26.907666666666668,0.001,67.0,2016-06-01,M,108000.0,2016,847.0
53879247fce049dd9e8d55da657fe9a1,1.0,1.0,,,,,1.0,1.0,,,128.22,18.31814285714286,0.6739839338636718,74.0,2016-12-20,M,70000.0,2016,645.0
e9f332161dd842eaaf32252c8c231e6d,1.0,,,,,1.0,,,,,138.95000000000002,13.896,0.2183443684778697,88.0,2017-05-16,F,50000.0,2017,498.0
a94c6c131ec94ba3945d3e906c4b14b8,,,0.0,,1.0,1.0,,,,,199.19,18.10918181818182,0.27470851950399117,50.0,2014-11-19,M,61000.0,2014,1407.0
fb1b036d2ecd4464a17f5f31da0a828e,,1.0,,,,,,,1.0,,111.06,12.341,0.49262614802809285,47.0,2015-12-11,F,55000.0,2015,1020.0
37aa48f7035f4b808d8292f5c95fd55f,,,,,,1.0,,0.0,,1.0,97.09,8.827363636363636,0.3208063652281388,66.0,2016-02-18,M,40000.0,2016,951.0
